blueADCChamp,blueJungleChamp,blueMiddleChamp,blueSupportChamp,blueTopChamp,redADCChamp,redJungleChamp,redMiddleChamp,redSupportChamp,redTopChamp,blueBan1,redBan1,blueBan2,redBan2,blueBan3,redBan3,blueBan4,redBan4,blueBan5,redBan5,rResult
Yunara,Zaahen,Ryze,Rell,Sion,Corki,Wukong,Taliyah,Nami,Rumble,Caitlyn,Azir,Ambessa,Orianna,Alistar,Jayce,Vi,Xin Zhao,Pantheon,Dr. Mundo,0
Ezreal,Vi,Ryze,Nami,Gragas,Kai'Sa,Jarvan IV,Veigar,Karma,Ornn,Naafiri,Aatrox,Dr. Mundo,Orianna,Akali,Ambessa,Rell,Bard,Leona,Neeko,0
Jhin,Wukong,Akali,Braum,Renekton,Caitlyn,Morgana,Irelia,Nautilus,Jax,Ryze,Neeko,Poppy,Jayce,Rell,Ambessa,Aurora,Gnar,LeBlanc,Sion,0
Aphelios,Ambessa,Galio,Thresh,Rumble,Corki,Xin Zhao,Orianna,Rakan,Sion,Neeko,Naafiri,Ryze,Varus,LeBlanc,Akali,Miss Fortune,Jhin,Caitlyn,Bard,0
Kai'Sa,Vi,Ahri,Neeko,Sion,Yunara,Wukong,Aurora,Lulu,Fiora,Jayce,Rumble,Ryze,Orianna,Caitlyn,Ambessa,Galio,K'Sante,Gnar,LeBlanc,1
Caitlyn,Wukong,Ahri,Karma,Renekton,Yunara,Zaahen,Syndra,Nautilus,Dr. Mundo,Ryze,Varus,Neeko,Naafiri,LeBlanc,Akali,Sylas,Jhin,Taliyah,Kai'Sa,0
Sivir,Zaahen,Aurora,Alistar,Ambessa,Corki,Wukong,Cassiopeia,Rakan,Rumble,Taliyah,Azir,Aatrox,Varus,Orianna,Ryze,Xayah,Caitlyn,Ahri,Ezreal,1
Varus,Jarvan IV,Yone,Karma,Rumble,Kai'Sa,Dr. Mundo,Zoe,Neeko,K'Sante,Ambessa,Yunara,Caitlyn,Orianna,Ryze,Azir,Riven,Nautilus,Akali,Pyke,0
Yunara,Trundle,Cassiopeia,Rakan,K'Sante,Smolder,Xin Zhao,Ryze,Karma,Darius,Lillia,Ambessa,Zyra,Syndra,Wukong,Neeko,Veigar,Anivia,Leona,Viktor,1
Corki,Wukong,Sylas,Nautilus,K'Sante,Varus,Dr. Mundo,Syndra,Neeko,Aatrox,Rell,Orianna,Akali,Ryze,Ambessa,Rumble,Aurora,Azir,Viktor,Galio,0
Aphelios,Ambessa,Swain,Lulu,Maokai,Lucian,Viego,Ahri,Nami,K'Sante,Malphite,Jayce,Pantheon,Orianna,Jarvan IV,Caitlyn,Nocturne,Poppy,Trundle,Gwen,0
Kog'Maw,Wukong,Taliyah,Lulu,Shen,Ezreal,Jarvan IV,Anivia,Bard,Sion,Ambessa,Lillia,Syndra,Zyra,Neeko,Veigar,Gwen,Sett,Aatrox,Yone,1
Kai'Sa,Jarvan IV,Orianna,Nautilus,Gnar,Ezreal,Dr. Mundo,Ziggs,Leona,Aatrox,Kindred,Ambessa,Vi,Rumble,Yunara,Varus,Jax,Sivir,Braum,Neeko,0
Kai'Sa,Jayce,Anivia,Nautilus,Rumble,Corki,Jarvan IV,Ryze,Rell,Aurora,Neeko,Varus,Vi,Orianna,Azir,Nami,K'Sante,Ezreal,Ornn,Yunara,1
Varus,Dr. Mundo,Azir,Bard,Sion,Corki,Jarvan IV,Taliyah,Nami,Jax,Rumble,Orianna,Ambessa,Pantheon,Ryze,Yunara,Nautilus,Gnar,Alistar,K'Sante,0
Aphelios,Ambessa,Galio,Bard,Kennen,Yunara,Malphite,Aurora,Karma,Renekton,Rell,Ryze,Poppy,Orianna,Akali,Jarvan IV,Lulu,Azir,Leona,Taliyah,1
Sivir,Pantheon,Aurora,Nami,Malphite,Lucian,Viego,Ahri,Sona,Zaahen,Lillia,Ambessa,Zyra,Syndra,Veigar,Neeko,Seraphine,Jax,Senna,Gragas,0
Yunara,Taliyah,Syndra,Pyke,Renekton,Aphelios,Pantheon,Mel,Lulu,K'Sante,Neeko,Varus,LeBlanc,Orianna,Vi,Azir,Ahri,Blitzcrank,Viktor,Alistar,1
Sivir,Malphite,Ryze,Karma,Ambessa,Caitlyn,Vi,Taliyah,Neeko,Rumble,Alistar,Zoe,Azir,Dr. Mundo,Varus,Orianna,Renekton,Nautilus,Syndra,Rell,1
Caitlyn,Naafiri,Ahri,Leona,Sion,Ezreal,Xin Zhao,Taliyah,Poppy,Ornn,Orianna,Rell,Azir,Rumble,Jayce,Ryze,Pyke,Jax,Braum,Gwen,1
Varus,Wukong,Ryze,Nautilus,Gwen,Sivir,Jarvan IV,Ahri,Braum,Ambessa,Neeko,Rumble,Aatrox,Pantheon,Azir,Orianna,Taliyah,Renekton,Bard,Alistar,0
Lucian,Wukong,Orianna,Rakan,Zaahen,Corki,Viego,Galio,Alistar,Renekton,Ryze,Rengar,Poppy,Ambessa,Varus,Akali,Jax,Braum,Gwen,Nami,0
Yunara,Pantheon,Anivia,Braum,Gnar,Aphelios,Malphite,Hwei,Rell,Ornn,Jayce,Ambessa,Taliyah,Caitlyn,Varus,Orianna,Thresh,Sylas,Leona,Karma,1
Varus,Vi,Azir,Alistar,Sion,Yunara,Qiyana,Taliyah,Braum,K'Sante,Ambessa,Caitlyn,Jarvan IV,Orianna,Ryze,Dr. Mundo,Pantheon,Kai'Sa,Gwen,Corki,0
Smolder,Naafiri,Galio,Rakan,Rumble,Xayah,Nocturne,Orianna,Rell,Sion,Pantheon,Neeko,Vi,Aatrox,K'Sante,Caitlyn,Aphelios,Bard,Jhin,Ezreal,1
Ezreal,Zyra,Yone,Leona,Gwen,Jinx,Talon,Sylas,Braum,Kennen,Kai'Sa,Jayce,LeBlanc,Ambessa,Qiyana,Rumble,Jarvan IV,Kalista,Fiora,Miss Fortune,0
Jhin,Nocturne,Ryze,Alistar,Rumble,Varus,Vi,Ahri,Thresh,Swain,Ambessa,Cho'Gath,Caitlyn,Jayce,Wukong,Orianna,Rakan,Sivir,Bard,Ezreal,0
Yunara,Jarvan IV,Azir,Rakan,Sion,Varus,Naafiri,Orianna,Rell,Renekton,Fiora,Dr. Mundo,Rumble,Neeko,Ambessa,Jayce,Alistar,K'Sante,Nautilus,Braum,1
Ezreal,Morgana,Aurora,Leona,Yorick,Smolder,Sejuani,Taliyah,Rakan,Renekton,Ambessa,Cho'Gath,Caitlyn,Jayce,Karma,Orianna,Wukong,Zac,Xin Zhao,Trundle,0
Kai'Sa,Trundle,Ryze,Nautilus,Rumble,Aphelios,Dr. Mundo,Viktor,Lulu,Ornn,Yunara,Jarvan IV,Caitlyn,Varus,Syndra,Orianna,Wukong,Vi,Xin Zhao,Nocturne,0
Zeri,Wukong,Azir,Nautilus,Sion,Sivir,Viego,Lissandra,Braum,Aatrox,K'Sante,Draven,Kindred,Ambessa,Bel'Veth,Gwen,Camille,Orianna,Zoe,Darius,0
Corki,Zaahen,Azir,Leona,K'Sante,Kai'Sa,Xin Zhao,Orianna,Nautilus,Renekton,Jarvan IV,Varus,Rumble,Ambessa,Vi,Yunara,Nocturne,Aatrox,Jax,Gnar,0
Yunara,Xin Zhao,Taliyah,Alistar,Zaahen,Corki,Dr. Mundo,Azir,Bard,Jayce,Pantheon,Vi,Varus,Rumble,Ezreal,K'Sante,Neeko,Nautilus,Nami,Sion,0
Kai'Sa,Trundle,Orianna,Neeko,K'Sante,Miss Fortune,Pantheon,Azir,Nautilus,Gnar,Rumble,Xin Zhao,Yunara,Varus,Ambessa,Poppy,Jhin,Nocturne,Corki,Jarvan IV,0
Corki,Poppy,Azir,Nami,K'Sante,Yunara,Vi,Aurora,Lulu,Gwen,Ambessa,Sion,Nautilus,Neeko,Taliyah,Caitlyn,Alistar,Dr. Mundo,Gnar,Pantheon,1
Caitlyn,Jarvan IV,Zoe,Neeko,Rumble,Jhin,Nidalee,Irelia,Karma,Tryndamere,Olaf,Ryze,Aurora,Ambessa,Orianna,Azir,Ezreal,LeBlanc,Ashe,Pantheon,0
Tristana,Zaahen,Azir,Nautilus,Rumble,Yunara,Vi,Ahri,Alistar,K'Sante,Miss Fortune,Orianna,Ornn,Varus,Sion,Xin Zhao,Braum,Xayah,Rakan,Corki,0
Sivir,Aatrox,Azir,Poppy,Sion,Varus,Wukong,Akali,Alistar,Ambessa,Ryze,Orianna,Vi,Rumble,Jarvan IV,Dr. Mundo,Taliyah,Lulu,Gwen,Bard,0
Varus,Viego,Corki,Nautilus,Rumble,Yunara,Jarvan IV,Orianna,Rell,Sion,Malphite,Jayce,Naafiri,Ryze,Ambessa,Galio,Braum,Viktor,Alistar,Taliyah,1
Kai'Sa,Ambessa,Ahri,Rell,Zaahen,Yunara,Aatrox,Taliyah,Leona,Jax,Fiora,Orianna,Varus,Neeko,Azir,Rumble,Alistar,Rengar,Poppy,Nautilus,0
Varus,Nocturne,Aurora,Rakan,Ornn,Sivir,Zaahen,Taliyah,Alistar,Ambessa,Dr. Mundo,Cassiopeia,Orianna,Ahri,Azir,Ryze,Malphite,Jarvan IV,Wukong,Vi,1
Ezreal,Ambessa,Ryze,Nautilus,K'Sante,Corki,Vi,Taliyah,Alistar,Rumble,Caitlyn,Varus,Yunara,Orianna,Xin Zhao,Azir,Bard,Tristana,Kai'Sa,Xayah,1
Zeri,Dr. Mundo,Taliyah,Rakan,Gnar,Kai'Sa,Wukong,Viktor,Leona,Camille,Ryze,Ambessa,Galio,Naafiri,Malphite,Jayce,Alistar,Braum,Neeko,Lulu,0
Ezreal,Viego,Akali,Neeko,Sion,Caitlyn,Dr. Mundo,Galio,Nautilus,Rumble,Fiora,Orianna,Azir,Rengar,Varus,Corki,Karma,Ryze,Bard,Wukong,0
Caitlyn,Vi,Ahri,Karma,Rumble,Yunara,Xin Zhao,Aurora,Nami,K'Sante,Zoe,Naafiri,Orianna,Ambessa,LeBlanc,Galio,Alistar,Neeko,Lulu,Kai'Sa,0
Kai'Sa,Zaahen,Orianna,Neeko,Sion,Ezreal,Sylas,Ryze,Alistar,Ambessa,Dr. Mundo,Rumble,Yunara,Azir,Jarvan IV,Varus,Braum,Nocturne,Bard,Vi,1
Lucian,Vi,Azir,Nami,Rumble,Ezreal,Wukong,Ahri,Nautilus,Ornn,Yunara,Orianna,Sion,Varus,Miss Fortune,Ryze,Sivir,Alistar,Rakan,Kai'Sa,0
Vayne,Jayce,Orianna,Bard,Riven,Kai'Sa,Ambessa,Azir,Nautilus,Sion,Qiyana,Kindred,Yunara,Dr. Mundo,Jarvan IV,Pantheon,Corki,Yasuo,Varus,Caitlyn,0
Yunara,Jarvan IV,Ziggs,Alistar,Sion,Corki,Xin Zhao,Ryze,Nami,Zaahen,Ambessa,Rumble,Dr. Mundo,Caitlyn,Azir,Orianna,Gwen,Syndra,Vi,Taliyah,0
Ashe,Pantheon,Vex,Braum,Gnar,Kalista,Naafiri,LeBlanc,Renata Glasc,Malphite,Lucian,Orianna,Ambessa,Varus,Seraphine,Neeko,Ahri,Mel,Viktor,Syndra,1
Ezreal,Wukong,Orianna,Poppy,Aatrox,Sivir,Jarvan IV,Ahri,Alistar,Gwen,Vi,Rumble,Yunara,Corki,Ryze,Azir,Lulu,Karma,Braum,Rakan,1
Yasuo,Jayce,Zoe,Poppy,Ornn,Varus,Pantheon,Viktor,Rell,Renekton,Yunara,Dr. Mundo,Fiora,Orianna,Ambessa,Caitlyn,Alistar,Neeko,Mel,Rumble,0
Ezreal,Wukong,Ryze,Karma,Sion,Corki,Vi,Ahri,Nami,Zaahen,Jarvan IV,Viego,Orianna,Varus,Azir,Ambessa,Yunara,Pyke,Sivir,Alistar,0
Xayah,Vi,Hwei,Nautilus,Gnar,Varus,Xin Zhao,Ahri,Bard,Renekton,Azir,Syndra,Orianna,Yunara,Rumble,Kindred,Braum,Sivir,Alistar,Kai'Sa,1
Ezreal,Jayce,Akali,Nautilus,K'Sante,Yunara,Dr. Mundo,Orianna,Leona,Olaf,Vi,Azir,Fiora,Rumble,Taliyah,Varus,Braum,Syndra,Gnar,Ambessa,1
Varus,Zaahen,Orianna,Nautilus,Darius,Corki,Pantheon,Ahri,Renata Glasc,Sion,Jarvan IV,Dr. Mundo,Ambessa,Azir,Yunara,Ryze,Ezreal,Bard,Sivir,Alistar,0
Jhin,Kha'Zix,Ryze,Karma,Renekton,Jinx,Xin Zhao,Cassiopeia,Neeko,Gnar,Fiora,Azir,Malzahar,Rumble,Syndra,Varus,Kai'Sa,Nidalee,Caitlyn,Taliyah,1
Ezreal,Jayce,Syndra,Leona,Ambessa,Kai'Sa,Wukong,Taliyah,Nautilus,Sion,Pantheon,Neeko,Vi,Akali,Varus,Orianna,Renekton,Karma,Jax,Nami,0
Jhin,Vi,Ahri,Bard,Rumble,Varus,Wukong,Sylas,Pyke,Ornn,Viego,Orianna,Ryze,Yunara,Ambessa,Taliyah,Ezreal,Lulu,Corki,Sivir,0
Sivir,Jarvan IV,Syndra,Braum,Zaahen,Varus,Vi,Orianna,Lulu,Jax,Jayce,Ahri,Rumble,Akali,Ambessa,Naafiri,Rell,Sylas,Alistar,Aurora,1
Jhin,Dr. Mundo,Orianna,Karma,Sion,Varus,Zaahen,Syndra,Alistar,Rek'Sai,Ambessa,Ryze,Pantheon,Azir,Yunara,Jarvan IV,Rumble,Renekton,Gwen,Bard,0
Ezreal,Qiyana,Ryze,Alistar,Sion,Corki,Nocturne,Orianna,Neeko,Gwen,Jarvan IV,Azir,Yunara,Dr. Mundo,Ambessa,Varus,Nami,Bard,Xin Zhao,Zaahen,1
Lucian,Pantheon,Azir,Braum,Rumble,Corki,Aatrox,Taliyah,Nami,Ornn,Varus,Caitlyn,Ambessa,Orianna,Sion,Syndra,Neeko,Sivir,Vi,Yunara,1
Ezreal,Zaahen,Azir,Rell,Ornn,Corki,Xin Zhao,Yone,Nautilus,Rumble,Yunara,Vi,Orianna,Varus,Ambessa,Jarvan IV,Pantheon,Karma,Dr. Mundo,K'Sante,0
Yunara,Vi,Azir,Lulu,Zaahen,Aphelios,Dr. Mundo,Taliyah,Neeko,Renekton,Caitlyn,Ambessa,LeBlanc,Akali,Orianna,Varus,Gnar,Braum,Nautilus,Leona,1
Varus,Xin Zhao,Viktor,Leona,Sion,Yunara,Jarvan IV,Cassiopeia,Braum,Gwen,Taliyah,Azir,Rumble,Orianna,Neeko,Vi,Rakan,Anivia,Ryze,Syndra,0
Kai'Sa,Vi,Taliyah,Neeko,Gwen,Ezreal,Zaahen,Azir,Bard,Sion,Varus,Orianna,Rumble,Caitlyn,Yunara,K'Sante,Xin Zhao,Nautilus,Jarvan IV,Alistar,0
Yunara,Wukong,Akali,Braum,Sion,Kai'Sa,Vi,Aurora,Rakan,Gwen,Rumble,Varus,Neeko,Orianna,Pantheon,Ambessa,Galio,Zoe,Taliyah,Ahri,0
Ezreal,Lee Sin,Zoe,Leona,Gnar,Jhin,Xin Zhao,Azir,Bard,K'Sante,Rumble,Orianna,Neeko,Ambessa,Pantheon,Varus,Alistar,Nautilus,Jax,Karma,0
Varus,Vi,Taliyah,Bard,Sion,Jhin,Nocturne,Aurora,Rakan,Rumble,Dr. Mundo,Orianna,Ambessa,Xin Zhao,Yunara,Pantheon,Nautilus,Alistar,Jarvan IV,Neeko,0
Aphelios,Poppy,Azir,Braum,Zaahen,Jinx,Naafiri,Ahri,Thresh,Ambessa,Dr. Mundo,Caitlyn,Orianna,Neeko,Yunara,Ashe,Akali,Renekton,Aurelion Sol,Blitzcrank,0
Corki,Xin Zhao,Azir,Nami,Gnar,Yunara,Nocturne,Orianna,Lulu,Sion,Vi,Dr. Mundo,Rumble,Varus,Pantheon,Zaahen,Nautilus,Jarvan IV,Neeko,Gwen,0
Varus,Qiyana,Azir,Bard,Sion,Ezreal,Pantheon,Aurora,Neeko,Gwen,Vi,Ambessa,Jarvan IV,Zaahen,Rumble,Orianna,Taliyah,Nautilus,Yone,Xin Zhao,0
Ezreal,Dr. Mundo,Ryze,Karma,Ambessa,Yunara,Vi,Taliyah,Neeko,Rek'Sai,Varus,Pantheon,Azir,Gwen,Orianna,Nami,Rumble,Bard,Nautilus,Renekton,0
Seraphine,Xin Zhao,Twisted Fate,Braum,K'Sante,Zeri,Wukong,Ahri,Alistar,Rumble,Varus,Kai'Sa,Aphelios,Pantheon,Bard,Jayce,Sivir,Ashe,Lucian,Nautilus,1
Yunara,Wukong,Ahri,Lulu,K'Sante,Corki,Jayce,Cassiopeia,Rakan,Aurora,Aphelios,Varus,Gwen,Azir,Nami,Dr. Mundo,Nocturne,Aatrox,Pantheon,Poppy,0
Varus,Ambessa,Orianna,Rakan,Aatrox,Caitlyn,Rengar,Akali,Nautilus,Renekton,Jayce,Azir,Rumble,Ryze,Neeko,Jarvan IV,Rell,Alistar,Leona,Braum,0
Xayah,Wukong,Akali,Rakan,Gnar,Corki,Zaahen,Ryze,Leona,Camille,Zoe,Rumble,Orianna,Varus,LeBlanc,Ambessa,Yunara,Caitlyn,Ezreal,Aphelios,1
Yunara,Dr. Mundo,Taliyah,Rell,Gwen,Kai'Sa,Xin Zhao,Ahri,Poppy,Sion,Jayce,Azir,Rumble,Ryze,Zaahen,Neeko,Qiyana,Wukong,LeBlanc,Trundle,0
Aphelios,Wukong,Viktor,Seraphine,K'Sante,Corki,Jax,Galio,Nami,Rek'Sai,Jayce,Azir,Zaahen,Ryze,Neeko,Rumble,Syndra,LeBlanc,Aurora,Lulu,0
Varus,Zaahen,Ryze,Nautilus,Sion,Ezreal,Wukong,Taliyah,Leona,Aatrox,Jayce,Zoe,Neeko,Orianna,Rumble,Ambessa,Rengar,Alistar,Xin Zhao,Braum,1
Jhin,Aatrox,Ryze,Karma,K'Sante,Ezreal,Jarvan IV,Anivia,Alistar,Zaahen,Vi,Varus,Rumble,Pantheon,Nautilus,Zoe,Ambessa,Jayce,Neeko,Dr. Mundo,0
Corki,Jarvan IV,Anivia,Nami,Gnar,Ashe,Xin Zhao,Ryze,Seraphine,K'Sante,Orianna,Ambessa,Rumble,Zaahen,Vi,Taliyah,Caitlyn,Yunara,Lucian,Nautilus,1
Jinx,Naafiri,Taliyah,Thresh,K'Sante,Yunara,Dr. Mundo,Orianna,Karma,Zaahen,Corki,Rumble,Nocturne,Ambessa,Pantheon,Varus,Gnar,Caitlyn,Renekton,Aphelios,1
Yunara,Aatrox,Taliyah,Nautilus,Ornn,Aphelios,Wukong,Ahri,Lulu,Rumble,Orianna,Caitlyn,Zaahen,Poppy,Ambessa,Vi,Trundle,Nocturne,Naafiri,Akali,0
Corki,Nocturne,Orianna,Rell,Yasuo,Xayah,Jarvan IV,Azir,Rakan,Aurora,Varus,Pantheon,Rumble,K'Sante,Sion,Gwen,Ashe,Nami,Braum,Nautilus,1
Sivir,Zaahen,Orianna,Bard,Sion,Ezreal,Vi,Galio,Neeko,Ambessa,Yunara,Varus,Rumble,Dr. Mundo,Azir,Poppy,Kai'Sa,K'Sante,Gwen,Renekton,0
Ashe,Jarvan IV,Taliyah,Nautilus,Rumble,Caitlyn,Xin Zhao,Ryze,Seraphine,Ornn,Varus,Dr. Mundo,Azir,Yunara,Pantheon,Anivia,Elise,Jhin,Karma,Nami,0
Yunara,Kha'Zix,Orianna,Neeko,Renekton,Caitlyn,Ambessa,Ahri,Karma,Gnar,Zoe,Jayce,Akali,Rumble,LeBlanc,Galio,Vi,Rengar,Ornn,Nocturne,0
Sivir,Rengar,Galio,Poppy,K'Sante,Kai'Sa,Vi,Hwei,Alistar,Camille,Zoe,Jayce,Akali,Rumble,LeBlanc,Xayah,Aurora,Sylas,Mel,Braum,0
Corki,Aatrox,Viktor,Leona,Ornn,Aphelios,Poppy,Orianna,Rell,Gwen,Rumble,Ambessa,Jarvan IV,Kai'Sa,Malphite,Jayce,Wukong,Akali,Vi,Syndra,1
Sivir,Xin Zhao,Ryze,Karma,Zaahen,Yunara,Wukong,Veigar,Nautilus,K'Sante,Ambessa,Rumble,Kai'Sa,Jarvan IV,Malphite,Jayce,Syndra,Ezreal,LeBlanc,Caitlyn,1
Vayne,Naafiri,Aurora,Rakan,Sion,Tristana,Rengar,Akali,Neeko,Kled,Malphite,Rumble,Kai'Sa,Jarvan IV,Ambessa,Jayce,Xayah,Galio,Trundle,Taliyah,1
Kai'Sa,Wukong,Orianna,Alistar,Zaahen,Yunara,Jarvan IV,Akali,Rell,Udyr,Hecarim,Aphelios,Sion,Ambessa,Caitlyn,Lee Sin,Neeko,Poppy,Rakan,Nautilus,0
Sivir,Ambessa,Galio,Neeko,Rumble,Corki,Xin Zhao,Mel,Nautilus,Ornn,Hecarim,Aphelios,Sion,Lee Sin,Caitlyn,Braum,Renekton,Jayce,K'Sante,Viktor,0
Ezreal,Lee Sin,Ryze,Bard,K'Sante,Corki,Dr. Mundo,Orianna,Nautilus,Gnar,Qiyana,Aatrox,Fiora,Jayce,Gwen,Neeko,Vi,Braum,Xin Zhao,Leona,0
Sivir,Vi,Ryze,Alistar,Gnar,Yunara,Jarvan IV,Syndra,Rell,Aurora,Neeko,Orianna,Poppy,Jayce,Ambessa,Rumble,Jax,Viego,Malphite,Wukong,1
Lucian,Aatrox,Taliyah,Braum,Rumble,Aphelios,Sejuani,Viktor,Nautilus,Ambessa,Neeko,Orianna,Poppy,Jayce,Lillia,Wukong,Akali,Naafiri,Galio,Malphite,1
Kai'Sa,Xin Zhao,Orianna,Rakan,Rumble,Ezreal,Wukong,Azir,Bard,K'Sante,Sylas,Nidalee,Qiyana,Sion,Malphite,Varus,Nautilus,Neeko,Caitlyn,Jhin,0
Ezreal,Xin Zhao,Azir,Bard,Sion,Varus,Vi,Taliyah,Nautilus,Aatrox,Malphite,Jayce,Pantheon,Orianna,Ambessa,Rumble,Alistar,Corki,Rell,Sivir,0
Corki,Wukong,Azir,Alistar,Gnar,Yunara,Jayce,Taliyah,Lulu,K'Sante,Rumble,Kled,Orianna,Malphite,Sion,Dr. Mundo,Braum,Nami,Nautilus,Bard,1
Smolder,Pantheon,Azir,Nautilus,Rumble,Corki,Wukong,Ryze,Rell,K'Sante,Neeko,Jayce,Taliyah,Aphelios,Yunara,Orianna,Bard,Varus,Rakan,Alistar,1
Corki,Jarvan IV,Ryze,Nami,Volibear,Yunara,Wukong,Orianna,Alistar,Zaahen,Rumble,Sion,Varus,Rakan,Taliyah,Malphite,Nautilus,Braum,Aatrox,Bard,1
Yunara,Wukong,Taliyah,Alistar,Renekton,Varus,Vi,Ryze,Nautilus,Kennen,Neeko,Rumble,Irelia,Poppy,Sylas,Malphite,Rakan,Azir,Renata Glasc,Orianna,1
Varus,Ambessa,Akali,Rakan,K'Sante,Corki,Jarvan IV,Azir,Alistar,Rumble,Jayce,Neeko,Vi,Yunara,Malphite,Sylas,Sivir,Qiyana,Poppy,Wukong,1
Varus,Dr. Mundo,Ryze,Rakan,Ambessa,Jhin,Malphite,Azir,Alistar,Aatrox,Poppy,Jayce,Orianna,Sylas,Xin Zhao,Rumble,Bard,Nautilus,Neeko,Renekton,0
Miss Fortune,Xin Zhao,Orianna,Neeko,Ambessa,Yunara,Pantheon,Ryze,Nautilus,Kennen,Malphite,Azir,Akali,Rengar,Rumble,Wukong,Alistar,Corki,Renekton,Kai'Sa,0
Kai'Sa,Jayce,Galio,Rell,Zaahen,Smolder,Vi,Ahri,Bard,Jax,Malphite,Rengar,Akali,Taliyah,Rumble,Wukong,Caitlyn,Mel,Varus,LeBlanc,0
Sivir,Ambessa,Ryze,Nautilus,Aatrox,Varus,Pantheon,Azir,Alistar,Renekton,Wukong,Caitlyn,Orianna,Rumble,Jayce,Neeko,Jarvan IV,Bard,Xin Zhao,Lulu,1
Yunara,Dr. Mundo,Mel,Rell,K'Sante,Kai'Sa,Vi,Ahri,Rakan,Gwen,Wukong,Caitlyn,Orianna,Rumble,Jayce,Neeko,Cassiopeia,Galio,Taliyah,Syndra,1
Kai'Sa,Xin Zhao,Mel,Rakan,K'Sante,Corki,Trundle,Galio,Leona,Rumble,Ryze,Sion,Sylas,Hecarim,Rell,Malphite,Gnar,Alistar,Jax,Braum,1
Smolder,Poppy,Ahri,Rell,Jax,Caitlyn,Jarvan IV,Zoe,Braum,Cho'Gath,Sion,Ryze,Hecarim,Viktor,Sylas,Malphite,Tristana,Aurora,Aphelios,LeBlanc,0
Corki,Dr. Mundo,Syndra,Alistar,Yorick,Ziggs,Wukong,Ryze,Rell,Ambessa,Zoe,Jayce,Jarvan IV,Rumble,Malphite,Orianna,Lux,Renekton,Rakan,Riven,0
Aphelios,Jarvan IV,Orianna,Thresh,Sion,Yunara,Wukong,Galio,Rakan,Gwen,Fiora,Neeko,Qiyana,Rumble,Malphite,Jayce,Karma,Poppy,Ezreal,Corki,1
Varus,Malphite,Sylas,Nautilus,K'Sante,Jhin,Jayce,LeBlanc,Leona,Zaahen,Naafiri,Fiora,Rumble,Qiyana,Neeko,Ryze,Bard,Karma,Rell,Ambessa,1
Lucian,Vi,Ryze,Braum,Rumble,Kai'Sa,Viego,Viktor,Alistar,Ambessa,Fiora,Naafiri,Qiyana,Neeko,Taliyah,Ahri,Corki,Nami,Miss Fortune,Rell,0
Kai'Sa,Ambessa,Galio,Neeko,Aatrox,Corki,Wukong,Syndra,Leona,Renekton,Ryze,Rumble,Jayce,Caitlyn,Qiyana,Orianna,Azir,Akali,Taliyah,Yone,0
Lucian,Viego,Orianna,Alistar,K'Sante,Yunara,Naafiri,Akali,Lulu,Rumble,Bard,Qiyana,Caitlyn,Jayce,Jarvan IV,Ryze,Nocturne,Braum,Vi,Poppy,1
Caitlyn,Naafiri,Azir,Rell,Rumble,Ziggs,Wukong,Taliyah,Alistar,Ambessa,Qiyana,Aatrox,Fiora,Jayce,Ryze,Neeko,Poppy,Vi,Malphite,Sylas,0
Kai'Sa,Xin Zhao,Orianna,Rell,Ambessa,Yunara,Wukong,Ryze,Nautilus,Aatrox,Jayce,Hecarim,Neeko,Jarvan IV,Sylas,Malphite,Viktor,Zoe,Syndra,Sion,0
Corki,Zac,Mel,Rakan,Gnar,Lucian,Zaahen,Akali,Braum,K'Sante,Jayce,Sion,Neeko,Jarvan IV,Sylas,Malphite,Rengar,Alistar,Nami,Leona,1
Ezreal,Sylas,Azir,Alistar,Sion,Tristana,Trundle,Zoe,Leona,Camille,Hecarim,Neeko,Jarvan IV,Jayce,Malphite,Rengar,Hwei,Viktor,LeBlanc,Xayah,1
Corki,Xin Zhao,Ryze,Rell,Sion,Varus,Wukong,Cassiopeia,Nautilus,Gnar,Ambessa,Orianna,Galio,Jayce,Viktor,Rumble,Rakan,Leona,Gwen,Neeko,1
Yunara,Pantheon,Taliyah,Alistar,Rumble,Aphelios,Naafiri,Ahri,Karma,Galio,Neeko,Orianna,Malphite,Ambessa,Akali,Jayce,Thresh,Viktor,LeBlanc,Lulu,0
Yunara,Vi,Taliyah,Alistar,Ambessa,Corki,Jarvan IV,Ryze,Braum,Kled,Neeko,Jayce,Sion,Azir,Malphite,Orianna,Nami,Jax,Bard,Rumble,0
Corki,Wukong,Orianna,Rell,Rumble,Yunara,Qiyana,Azir,Rakan,K'Sante,Poppy,Jayce,Pantheon,Ambessa,Varus,Vi,Braum,Aphelios,Alistar,Neeko,1
Yunara,Jayce,Viktor,Alistar,Ambessa,Corki,Pantheon,Taliyah,Rakan,Aatrox,Malphite,Akali,Azir,Varus,Poppy,Rumble,Nautilus,Orianna,Renekton,Ryze,1
Corki,Xin Zhao,Azir,Nautilus,Renekton,Yunara,Ambessa,Taliyah,Alistar,K'Sante,Neeko,Jayce,Qiyana,Pantheon,Rumble,Varus,Jax,Bard,Rakan,Poppy,1
Yunara,Xin Zhao,Anivia,Rell,K'Sante,Varus,Jarvan IV,Ryze,Bard,Ambessa,Rumble,Dr. Mundo,Jayce,Malphite,Orianna,Azir,Gwen,Braum,Gnar,Nautilus,1
